:0.01,ACC_X,d,1,ACC_Y,d,1
1.1821,1.05158
1.11489,1.05951
0.999107,1.06328
0.879719,1.06286
0.801572,1.05826
0.792273,1.04949
0.851647,1.03657
0.951823,1.01955
1.0479,0.998488
1.09512,0.973474
1.06601,0.944615
0.960895,0.912034
0.807825,0.875864
0.651917,0.836254
0.538153,0.793349
0.494287,0.747324
0.520265,0.698343
0.588341,0.646588
0.653744,0.592271
0.671844,0.535608
0.615268,0.476819
0.484474,0.416159
0.307614,0.353867
0.129903,0.290196
-0.00359239,0.225388
-0.0650562,0.159695
-0.0544671,0.093368
0.000482293,0.0266591
0.0550619,-0.0401734
0.0646955,-0.106851
0.00204697,-0.17312
-0.132397,-0.238693
-0.310459,-0.303312
-0.486935,-0.366728
-0.616739,-0.428674
-0.672089,-0.488927
-0.653001,-0.54726
-0.587196,-0.603443
-0.519443,-0.657253
-0.494394,-0.708491
-0.539412,-0.756932
-0.654091,-0.802382
-0.810318,-0.844648
-0.962973,-0.883573
-1.06707,-0.918994
-1.09494,-0.950784
-1.0467,-0.978828
-0.950189,-1.00302
-0.850324,-1.02327
-0.791857,-1.03949
-0.802289,-1.05162
-0.881338,-1.05958
-1.00104,-1.06336
-1.11639,-1.06292
-1.18258,-1.05828
-1.17208,-1.04945
-1.08516,-1.03649
-0.94984,-1.01945
-0.811174,-0.998401
-0.714067,-0.973426
-0.686169,-0.944608
-0.72735,-0.912063
-0.809772,-0.875901
-0.888592,-0.836265
-0.919142,-0.793321
-0.874034,-0.747243
-0.753691,-0.698215
-0.586268,-0.646451
-0.416937,-0.592147
-0.290734,-0.53552
-0.235415,-0.476781
-0.250946,-0.416156
-0.309592,-0.353875
-0.366603,-0.290183
-0.377388,-0.225332
-0.314655,-0.159593
-0.178896,-0.0932221
0.00165367,-0.0265132
0.181793,0.0403021
0.316434,0.106945
0.37779,0.173162
0.365884,0.238703
0.308431,0.30331
0.250184,0.366734
0.235734,0.428723
0.292387,0.48902
0.41966,0.547384
0.589374,0.603578
0.756332,0.657372
0.875521,0.708566
0.919214,0.756957
0.887507,0.802364
0.808209,0.844619
0.726148,0.883548
0.68602,0.91901
0.715222,0.950846
0.813365,0.978917
0.952395,1.00312
1.08723,1.02336
1.17296,1.03953
1.18203,1.0516
1.11467,1.05952
0.998827,1.06329
0.879479,1.06286
0.801469,1.05825
0.792334,1.04947
0.851844,1.03654
0.95206,1.0195
1.04808,0.998439
1.09515,0.973414
1.06586,0.944548
0.960585,0.911952
0.807463,0.875782
0.651597,0.836158
0.537974,0.793252
0.494272,0.747217
0.520386,0.69823
0.588507,0.646468
0.653856,0.592151
0.671801,0.535474
0.615054,0.476688
0.484112,0.41602
0.307202,0.353729
0.129537,0.29005
-0.00381671,0.225241
-0.0651071,0.159546
-0.0543745,0.0932225
0.000618362,0.0265035
0.0551527,-0.0403186
0.0646435,-0.106998
0.00182164,-0.173266
-0.132764,-0.238841
-0.310875,-0.303455
-0.48729,-0.366865
-0.616952,-0.428812
-0.672127,-0.489063
-0.652887,-0.547384
-0.587029,-0.603568
-0.519328,-0.657376
-0.494409,-0.708601
-0.539595,-0.757037
-0.654412,-0.802483
-0.81068,-0.844736
-0.963275,-0.883656
-1.06723,-0.91907
-1.09491,-0.950851
-1.04652,-0.978885
-0.949959,-1.00308
-0.850134,-1.02331
-0.791797,-1.03952
-0.802394,-1.05164
-0.881579,-1.0596
-1.00131,-1.06336
-1.11661,-1.06292
-1.18265,-1.05826
-1.17196,-1.04943
-1.0849,-1.03645
-0.949523,-1.01941
-0.810897,-0.99835
-0.713919,-0.973362
-0.686189,-0.94454
-0.727502,-0.911986
-0.809973,-0.87582
-0.888728,-0.836172
-0.919132,-0.793223
-0.873841,-0.747134
-0.753355,-0.698103
-0.585869,-0.646327
-0.416594,-0.592025
-0.290525,-0.53539
-0.235373,-0.476644
-0.251043,-0.416018
-0.309745,-0.35374
-0.366689,-0.290034
-0.377337,-0.225188
-0.314429,-0.159446
-0.178529,-0.0930747
0.00208935,-0.0263497
0.182166,0.0404564
0.316665,0.107098
0.377843,0.173312
0.36579,0.238849
0.308276,0.303448
0.250087,0.366877
0.235775,0.428862
0.292601,0.489156
0.420017,0.54752
0.589782,0.60371
0.756672,0.657492
0.875714,0.708681
0.919224,0.757065
0.887366,0.802463
0.808002,0.844707
0.725999,0.88364
0.686001,0.919086
0.715375,0.950916
0.813655,0.978981
0.952731,1.00318
1.08749,1.02339
1.17308,1.03956
1.18196,1.05162
1.11445,1.05954
0.998535,1.06328
0.879245,1.06286
0.801363,1.05823
0.792399,1.04944
0.852036,1.0365
0.952307,1.01947
1.04825,0.99838
1.09518,0.973354
1.0657,0.944476
0.960281,0.911879
0.807086,0.875689
0.651278,0.836067
0.537788,0.793149
0.49426,0.74711
0.520503,0.69811
0.588683,0.646353
0.65396,0.592018
0.671763,0.535343
