:0.01,ACC_X,d,1,ACC_Y,d,1,ACC_Z,d,1
0.116638,0.173332,0
0.362183,0.165812,0
0.208435,0.185834,0
-0.0911865,0.188117,0
0.151306,0.155873,0
0.111084,0.12989,0
0.108398,0.12066,0
0.125549,0.116476,0
0.105225,0.115269,0
0.168152,0.117402,0
0.0869751,0.121349,0
0.151917,0.122917,0
0.210144,0.129589,0
0.171692,0.144296,0
0.0523682,0.149942,0
0.000488281,0.13303,0
-0.0455322,0.09846,0
0.0657349,0.0651175,0
0.0405273,0.048378,0
-0.0661011,0.0373711,0
0.0737305,0.0248049,0
-0.026001,0.0188758,0
0.0658569,0.0179514,0
0.067627,0.0235021,0
0.0603638,0.0345844,0
-0.114258,0.0339315,0
0.0478516,0.0191222,0
0.0606079,0.0131208,0
-0.151794,0.00947397,0
-0.0600586,-0.0110032,0
-0.0118408,-0.0302812,0
0.00549316,-0.0330814,0
-0.101624,-0.0321384,0
-0.0641479,-0.0395022,0
0.0167236,-0.0446616,0
0.00817871,-0.0371446,0
-0.121765,-0.0316744,0
-0.0111694,-0.0370322,0
-0.149414,-0.0468003,0
-0.176208,-0.0665484,0
-0.223938,-0.0981911,0
-0.167053,-0.129576,0
-0.290039,-0.15697,0
-0.0372314,-0.173374,0
0.039917,-0.156759,0
0.0273438,-0.112403,0
-0.247803,-0.083382,0
-0.255127,-0.0977577,0
-0.107849,-0.128811,0
0.0012207,-0.134661,0
-0.335693,-0.13068,0
-0.168579,-0.147656,0
-0.153931,-0.165776,0
-0.541382,-0.190982,0
-0.0325928,-0.226728,0
-0.164124,-0.228679,0
-0.242493,-0.211416,0
-0.161011,-0.204682,0
-0.14032,-0.19634,0
-0.202393,-0.185991,0
-0.273804,-0.187456,0
-0.253662,-0.202361,0
-0.424927,-0.229086,0
-0.0784912,-0.251548,0
-0.264709,-0.248546,0
-0.140869,-0.233704,0
-0.32135,-0.225832,0
-0.189819,-0.227691,0
-0.330505,-0.235097,0
-0.195068,-0.243144,0
-0.266357,-0.24616,0
-0.259155,-0.247113,0
-0.527466,-0.26587,0
-0.134949,-0.293013,0
-0.320007,-0.297281,0
-0.182922,-0.285228,0
-0.362976,-0.276683,0
-0.257202,-0.277747,0
-0.255981,-0.279316,0
-0.151672,-0.268517,0
-0.375366,-0.257611,0
-0.25238,-0.261747,0
-0.20697,-0.265165,0
-0.263062,-0.258594,0
-0.341858,-0.259123,0
-0.226013,-0.267056,0
-0.526672,-0.283637,0
-0.0668945,-0.300252,0
-0.0856323,-0.27878,0
-0.290161,-0.239397,0
-0.269043,-0.227379,0
-0.188049,-0.230209,0
-0.266113,-0.230432,0
-0.148376,-0.227459,0
-0.104004,-0.212765,0
-0.142639,-0.188644,0
-0.28833,-0.177676,0
-0.230042,-0.188327,0
-0.166321,-0.200453,0
-0.155945,-0.199002,0
-0.17688,-0.190553,0
-0.223938,-0.18662,0
-0.161682,-0.187832,0
-0.088562,-0.181563,0
-0.0928955,-0.163023,0
-0.229553,-0.149505,0
-0.034668,-0.145174,0
-0.194702,-0.139017,0
-0.1875,-0.140512,0
-0.0655518,-0.145103,0
-0.118164,-0.138144,0
-0.0523071,-0.124911,0
-0.0706177,-0.10952,0
-0.211914,-0.103464,0
0.0845337,-0.101589,0
0.0248413,-0.0788847,0
-0.151123,-0.0556346,0
-0.123657,-0.0595044,0
0.171875,-0.0599037,0
-0.113281,-0.0402148,0
0.0482788,-0.0260257,0
-0.0979614,-0.0227658,0
-0.0332642,-0.0270124,0
-0.00311279,-0.0315724,0
0.0722656,-0.0237241,0
0.0216064,-0.00684667,0
0.085022,0.0107735,0
-0.0368042,0.0219591,0
0.193542,0.0316988,0
-0.160889,0.0379289,0
0.155762,0.0325286,0
0.0721436,0.0363533,0
-0.0689087,0.0422942,0
0.0339355,0.0324303,0
0.244446,0.0362408,0
0.0899658,0.0640143,0
0.171326,0.090989,0
0.168396,0.111883,0
0.12262,0.128044,0
-0.159424,0.117703,0
0.189148,0.0875762,0
0.288757,0.0883614,0
0.234131,0.12557,0
0.118774,0.15705,0
0.157593,0.165685,0
0.128479,0.162305,0
0.270325,0.163422,0
0.0662842,0.168397,0
0.0583496,0.157617,0
0.264526,0.144225,0
0.373718,0.162535,0
0.279297,0.204161,0
0.106812,0.228213,0
0.342102,0.230316,0
0.218506,0.235932,0
0.153625,0.236834,0
0.130432,0.220441,0
0.124634,0.196395,0
0.259949,0.181506,0
0.285767,0.189125,0
0.402527,0.218489,0
0.213013,0.251053,0
0.285583,0.266205,0
0.245422,0.268319,0
0.169434,0.261613,0
0.277466,0.249232,0
0.260986,0.245198,0
0.347595,0.2536,0
0.298767,0.269635,0
0.155334,0.275255,0
0.280762,0.264738,0
0.284851,0.258602,0
0.285461,0.262732,0
0.046875,0.255383,0
0.263428,0.231729,0
0.380432,0.226843,0
0.200684,0.243663,0
0.302551,0.254513,0
0.261169,0.260263,0
0.141785,0.257579,0
0.284668,0.245366,0
0.256226,0.241233,0
0.265869,0.245711,0
0.163818,0.245156,0
0.193604,0.233945,0
0.227173,0.221886,0
0.0823975,0.209618,0
0.203979,0.192417,0
