:0.01,ACC_X,d,1,ACC_Y,d,1,ACC_Z,d,1
0.0928345,0.0949988,0.120088
0.0456543,0.108502,0.10059
0.218689,0.11879,0.0966128
0.422974,0.129586,0.120435
0.316711,0.136172,0.160319
0.172913,0.145019,0.194161
0.254883,0.150102,0.22527
0.362305,0.156215,0.247719
-0.00299072,0.163641,0.240446
0.157043,0.172208,0.220537
0.125305,0.180137,0.192483
0.182312,0.19118,0.166696
0.155029,0.200895,0.149639
0.385742,0.210682,0.156897
0.131104,0.21888,0.167194
0.325073,0.225653,0.190645
0.132507,0.228445,0.205976
0.306763,0.229334,0.217538
0.222839,0.228759,0.221367
0.347961,0.228335,0.234157
0.285522,0.224575,0.243596
0.373596,0.22449,0.260027
-0.0302124,0.2262,0.256461
0.207642,0.231221,0.244143
0.282837,0.237681,0.229024
0.307739,0.244723,0.217196
0.0698242,0.2531,0.203578
0.376404,0.260672,0.209044
0.306274,0.266267,0.222237
0.328125,0.26868,0.241412
0.182068,0.269896,0.253784
0.335632,0.270676,0.263217
0.0826416,0.269419,0.254999
0.250977,0.268693,0.243312
0.266357,0.268097,0.231258
0.231384,0.268641,0.219742
0.230896,0.269035,0.216619
0.451538,0.270796,0.235771
0.199036,0.271686,0.249478
0.239807,0.273973,0.259883
0.175659,0.274919,0.2602
0.281555,0.276363,0.253924
0.336304,0.27654,0.25001
0.196533,0.277711,0.244121
0.0957031,0.278485,0.23292
0.457153,0.279419,0.237751
0.100464,0.278918,0.225364
0.168518,0.279337,0.217225
0.390442,0.279,0.219739
0.196167,0.279415,0.219377
0.231079,0.277184,0.22202
0.290527,0.275894,0.228661
0.189453,0.273924,0.229686
0.0917969,0.27239,0.217734
0.221436,0.269709,0.206894
0.360779,0.267366,0.208876
0.221558,0.263938,0.207925
0.147095,0.261914,0.210382
0.10614,0.260327,0.206557
0.158203,0.258256,0.196604
0.199585,0.255025,0.183828
0.116882,0.252979,0.167183
0.163513,0.248392,0.15542
0.128906,0.243298,0.148418
0.0471802,0.236857,0.132782
0.18335,0.229286,0.128065
0.164307,0.221301,0.124679
0.0648193,0.212379,0.118951
0.000549316,0.201782,0.108369
-0.00439453,0.193481,0.0919121
0.0296631,0.182632,0.0708961
0.046875,0.171144,0.0508519
0.0171509,0.160791,0.0349025
0.153076,0.148297,0.0364805
-0.118286,0.136211,0.0322196
-0.00366211,0.123872,0.0295403
-0.0114746,0.110918,0.0216735
0.172852,0.0964725,0.0221458
0.086792,0.0828847,0.0280171
0.0164185,0.0723715,0.037677
0.0256348,0.0614377,0.048179
-0.102295,0.0524535,0.0441806
-0.043335,0.0450227,0.0260341
-0.0352173,0.0396417,0.0031498
0.0361328,0.0359193,-0.0136318
-0.119385,0.0330662,-0.0297136
-0.106079,0.0306979,-0.0404541
-0.0228882,0.0274859,-0.0459188
0.0859375,0.0219994,-0.0421046
-0.0713501,0.0163123,-0.0383961
-0.0644531,0.00933484,-0.0344202
-0.116943,0.00111541,-0.0374779
-0.371033,-0.00720792,-0.0631243
-0.16095,-0.0167208,-0.095625
0.128662,-0.0274418,-0.113376
-0.223389,-0.037149,-0.129365
-0.185059,-0.047652,-0.133147
-0.055481,-0.0575098,-0.123313
0.142761,-0.0698229,-0.098169
-0.134521,-0.0802917,-0.0801074
-0.192444,-0.0902755,-0.0732338
-0.188904,-0.098066,-0.0789193
-0.0759888,-0.105183,-0.0899727
-0.234375,-0.110559,-0.110792
-0.0946655,-0.113707,-0.128437
-0.205872,-0.116387,-0.143973
-0.505249,-0.116902,-0.173689
-0.237732,-0.118668,-0.199285
0.0447388,-0.122126,-0.208568
-0.21875,-0.127808,-0.213044
-0.241272,-0.13603,-0.206623
-0.180237,-0.146824,-0.191307
-0.172058,-0.158821,-0.178886
-0.276794,-0.172465,-0.178902
-0.415161,-0.185511,-0.19861
-0.39209,-0.197405,-0.232823
0.0227661,-0.210978,-0.245349
-0.409851,-0.221126,-0.258924
-0.110046,-0.228461,-0.248574
-0.268616,-0.236051,-0.236933
-0.169434,-0.243062,-0.218897
-0.264038,-0.248938,-0.208318
-0.194092,-0.25292,-0.202322
-0.330566,-0.257204,-0.209017
-0.221619,-0.261247,-0.217491
-0.489685,-0.2637,-0.238936
-0.174683,-0.265386,-0.255063
-0.314819,-0.267316,-0.274296
-0.178467,-0.268545,-0.275331
-0.30542,-0.268232,-0.270797
-0.179871,-0.271911,-0.256422
-0.273621,-0.275116,-0.243656
-0.196289,-0.277227,-0.23235
-0.31958,-0.28076,-0.229931
-0.117798,-0.285097,-0.224838
-0.25,-0.287997,-0.221119
-0.300354,-0.289107,-0.222124
-0.236755,-0.288866,-0.223042
-0.176453,-0.287636,-0.222856
-0.396362,-0.284912,-0.232805
-0.387207,-0.278183,-0.250791
-0.144775,-0.275333,-0.259004
-0.178406,-0.271321,-0.260443
-0.316467,-0.269329,-0.257673
-0.288147,-0.268323,-0.251915
-0.18927,-0.269958,-0.239877
-0.152832,-0.2723,-0.227927
-0.151306,-0.276175,-0.212876
-0.157532,-0.278429,-0.19656
-0.276001,-0.281157,-0.187364
-0.275818,-0.280057,-0.185702
-0.195312,-0.278297,-0.190024
-0.200745,-0.273616,-0.199244
-0.217712,-0.268286,-0.207199
-0.277161,-0.261058,-0.215467
-0.213684,-0.254339,-0.216572
-0.120789,-0.247732,-0.21017
-0.06427,-0.243441,-0.194108
-0.240234,-0.238408,-0.181512
-0.0765381,-0.235505,-0.162615
-0.18573,-0.23325,-0.149924
-0.171326,-0.230877,-0.14418
-0.170959,-0.227155,-0.1455
-0.112671,-0.223729,-0.143674
-0.200745,-0.219224,-0.148395
-0.00646973,-0.212835,-0.140744
-0.287537,-0.204539,-0.140847
0.0620728,-0.197578,-0.127529
-0.0474243,-0.190128,-0.110913
-0.123108,-0.182017,-0.0967874
-0.0145264,-0.174264,-0.0798972
0.0744019,-0.166895,-0.0586928
-0.223694,-0.158069,-0.055804
-0.00933838,-0.149897,-0.0522617
-0.103027,-0.140796,-0.0558188
-0.00671387,-0.130775,-0.0602046
-0.181274,-0.119651,-0.0698003
0.0297852,-0.109031,-0.0698861
-0.00714111,-0.0991505,-0.0654507
0.0945435,-0.092318,-0.0486235
-0.0706177,-0.083763,-0.0324187
0.175171,-0.0764602,0.00194468
-0.14093,-0.0703112,0.0125086
0.0958252,-0.0641734,0.0225099
0.0647583,-0.0584204,0.0287447
0.0731812,-0.0518786,0.0333806
-0.15625,-0.0436365,0.0267938
