:0.01,ACC_X,d,1,ACC_Y,d,1
-0.069519,-0.0256777
-0.116638,-0.0442466
0.128479,-0.0455477
-0.109924,-0.0479512
-0.140381,-0.0486464
-0.0454102,-0.048439
0.0310059,-0.0476249
-0.156555,-0.0555418
-0.0905762,-0.062128
-0.139771,-0.0719637
-0.017395,-0.077406
-0.226624,-0.0892081
-0.272095,-0.113996
-0.212585,-0.138697
0.0672607,-0.146
-0.25,-0.153652
-0.0723267,-0.14788
-0.266174,-0.145931
-0.157898,-0.145389
-0.22229,-0.15303
-0.126465,-0.16153
-0.204773,-0.169328
-0.015625,-0.163408
-0.378235,-0.165461
-0.359436,-0.179759
-0.164307,-0.193935
-0.145996,-0.207293
-0.308472,-0.220457
-0.257507,-0.226876
-0.166382,-0.222601
-0.111084,-0.208564
-0.476562,-0.21273
-0.295898,-0.223701
-0.298096,-0.24206
-0.111816,-0.248903
-0.410034,-0.260155
-0.101257,-0.252693
-0.410156,-0.251721
-0.241577,-0.247651
-0.239319,-0.248175
-0.160339,-0.244231
-0.423401,-0.249541
-0.282349,-0.253984
-0.502869,-0.272962
-0.079895,-0.280681
-0.334473,-0.287854
-0.0716553,-0.274173
-0.411377,-0.263185
-0.130249,-0.238891
-0.336243,-0.229344
-0.255981,-0.229503
-0.387085,-0.242551
-0.0891113,-0.246683
-0.374451,-0.253122
-0.201233,-0.251586
-0.308228,-0.248947
-0.114807,-0.238841
-0.237793,-0.230428
-0.344299,-0.228414
-0.102234,-0.218608
-0.268616,-0.21708
-0.331421,-0.220703
-0.151489,-0.221945
-0.102905,-0.214448
-0.178101,-0.203614
-0.140747,-0.185538
-0.263123,-0.175267
-0.173767,-0.170153
-0.307617,-0.178445
-0.152283,-0.187908
-0.305481,-0.204862
-0.106995,-0.208418
-0.0653687,-0.197352
-0.170776,-0.181353
-0.156494,-0.162354
-0.0220947,-0.13419
-0.219482,-0.12355
-0.113831,-0.118623
-0.13501,-0.118254
-0.131531,-0.121334
-0.146118,-0.124275
-0.0480347,-0.11996
-0.0765381,-0.112267
0.0784302,-0.091551
-0.0918579,-0.0727461
0.0204468,-0.0505234
-0.280029,-0.0498559
0.0540161,-0.0487948
0.0237427,-0.0499177
0.0376587,-0.0449862
-0.109924,-0.0396097
0.155579,-0.0199022
-0.157776,-0.0122168
0.0535889,-0.0025252
-0.0639038,-0.00504484
0.125793,-0.00294874
-0.00164795,0.00139339
0.137634,0.0167613
-0.183472,0.0185544
0.267395,0.0328599
-0.0512695,0.0371165
0.0739136,0.0402828
0.0421143,0.0428332
0.205322,0.0542759
-0.121887,0.053888
0.31604,0.068883
0.0652466,0.0804898
0.196533,0.0955954
0.140198,0.113154
0.142578,0.125961
-0.124817,0.117155
0.239746,0.115569
0.345093,0.12176
0.117371,0.127209
